0,1
False,"Inače sam rado jela u Apolla, no zadnji put kad sam bila, biti će zadnji put da sam jela tamo. Zagorena musaka, polpete užasne, umak je samo brašno.. ne znam što se događa ali ni blizu onome što sam navikla jesti tamo.. šteta."
True,"Jako dobra hrana, izvrsna usluga i ugodan ambijent. Sve preporuke!"
True,"Dobro se jede , dobar ambijent , usluga . Pogled,parking odličan ! Pohvale !Best value for money so far..."
True,Vrhunski je sve bilo! Fina pašticada tuna i još boli domaći njoki.
True,"Za mene osobno najbolji restoran u gradu, hrana na najvećem nivou i osoblje profesionalno i ljubazno. Uvjek se ovdje vraćam."
True,Usluga odlicnaKonobar ljubazanHrana oooodlicnaRiba svjeza i odlicno pripremljenaSve preporuke
True,"Predivno!!!!!!! Gostoljubivost, svježa hrana, preukusno, divan pogled, galantno, odlična atmosfera❤️👌"
False,Hrana ništa specialno.Za ajvar sam ima osjećaj da je pokvaren jer je smrdia i bia katastrofalnog okusa.
True,"Odlično je što se porcije pripremaju tek po narudžbi i zbog toga ne smeta ni čekanje (na što je posebno i upozoreno). Ipak, jednom kad štrukle stignu na stol, treba im jako dugo da se temperatura spusti na razinu primjerenu za objedovanje. Čini mi se da su moje (s orasima i medom) bile i pretjerano ispečene jer su se raspadale i okusi nisu dolazili do izražaja. To me neće spriječiti da dođem na ponovno kušanje. 👍"
True,Odlična hrana i predivan ambijent na terasi tijekom proljeća ili ljeta!
True,"Extra.. Konobar iz Dugopolja Extra. Super hrana, ugodan ambijent. Sve pohvale.. Garantirano zadovoljstvo.. 🥂."
True,"Jako ugodan ambijent, izuzetno kvalitetna hrana s pristupačnim cijenama, jako ljubazno osoblje sve pohvale..."
True,Preporučam svima !! Hrana i usluga za svaku pohvalu...
True,Vrhunska hrana i usluga Svakako probati manistru sa tartufima Iako se o ukusima ne raspravlja moja preporuka je da to probate iako je i ostala ponuda hrane i pića vrhunska
True,"Sve o super i odlično,vraćam se ubrzo opet i preporučujem svima.Od sada moj dnevni boravak"
False,Moglo je biti i bolje predjelo veoma siromasno hrana nista bolja nego u ostalim restoranima jedino pogled odlican.
True,"Predivan pogled,ukusne i obilate porcije,konobar koji nas je usluzio bio je bas ljubazan,osjecali smo se jako ugodno i sigurno cemo doci opet👌👍"
True,Izvrstan restoran.Hrana nam je jako brzo stigla. Ugodno osoblje i divna atmosfera.Od srca preporučujem.
True,"Odlicna hrana,fantasticna usluga,prihvatljive cijene.Cisto,uredno,preporuka svima koji se nadju u blizini i gladni su 😋😎"
True,"Odličan ugođaj,uslužno i ljubazno osobllje,pohvale za sav meni koji sam do sada probala(više sam konzumirala riblji )"
True,"Predivan ugođaj unutra, a posebno u dvorištu  (La Struk Garden) i izvrsna hrana - obavezno za svakog turista doći ovdje i isprobati specijalitet ovog kraja - prave, domaće štrukle. Čista petica!"
True,"Za preporuku. Štrukli, tradicionalni hrvatski specijalitet, u raznim varijantama, recimo štrukli sa sirom i ukusom tartufa, zapečeni. Ukusno. Obilna porcija. Brza usluga. Korektna cena. U divnom ambijentu Skalinske ulice na Starom gradu."
False,"Srednja do losa hrana, pomalno neuredno, na ulaznim skalama ostaci plocica i nekih drvenih ostataka... ali puno bolji od kafica iznad"
True,"Fenomenalno mjesto za prijatan rucak sa prijateljima. Predivan pogled, ukusna hrana i profesionalno osoblje."
True,"Nemamo zamjerke... od jela, ugođaja, usluge. Jako, jako dobro!"
True,"Često smo tu, uvijek bezprjekorno! Fantastično,najbolje!!!"
True,"Napokon na Zenti prava konoba/restoran..Sve pohvale kuhinji, osoblju ..Hvala Vam na lipoj i ugodnoj veceri !!Sve je bilo za cistu peticu !!!!"
True,Odlično! Sve pohvale! Super spiza i osoblje! Svaka čast!
True,"Ugodan ambijent, hrana ukusna, cijena razmjerna kvaliteti usluge, konobar na usluzi i ljubazan. Preporucujem👍"
True,"Hrana savršeno, moderno i vrhunski spremljena, najbolji restoran u Zadru ❤️"
True,Izvrsna i pre ukusna hrana. Pristupačne cijeneLjubazno osoblje. Čista desetka.
True,"Coijene odlične, porcije obilate, hrana ukusna preporučam."
True,Super hrana i ljubazno osoblje. Usluga brza i profesionalna. Objekat je čist i uredan. Veliki izbor domaće hrane po povoljnim cijenama.
True,"Ljubazno osoblje, ugodan ambijent te jako ukusan crni rižot."
True,"Pizza bogata kvalitetnim sastojcima i jednako ukusna, a veličinom više nego dovoljna."
True,Sve preporuke  probajte lazanje obavezno . Jako je ugoda ambijent
True,"Jedan od onih restorana iz kojih je nakon večere tesko otići a kada odete jedva čekate da se vratite. Hrana, posluga, atmosfera - sve vrhunski. Čista petica!!"
True,Odličan restoran dobra usluga inventivna kuhinja vino III liga
True,Hrana odlična.. usluga vrhunska..cijene pristupačne.. sigurno ću se vratiti😊
False,"Losa hrana , usluga je bila dobra prijateljska al ti nije moglo zasjeniti lose pripremljena jela"
True,"Ugodan ambijent, profesionalno osoblje i vrlo ukusna  jela😊😊"
True,Uvijek se veseli napustimo predivno mjesto za opustanje uz izvanrednu ponudu dnevnog obroka
True,"Hrana odlična, porcije obilne, osoblje uslužno, ljubazno i šarmantno 😉"
True,"Jako dobar restoran, konobari zanimljivi, hrana izvrsna, ambijent prikladan"
True,"Obilato i ukusno, juha, pasticada i desert, 65 kn.Sigurno ćemo ponovo doći.Osoblje, sve pohvale"
True,"Dobro je i ugodno, nema pristupa za invalidska kolica, veza usluga i ljubazno osoblje."
True,"Hrana je bila izuzetno ukusna, a osoblje pristupačno i informirano."
True,"Hrana odlicna (nikad nisam jela bolje spremljenu tjesteninu), porcije su obilne, a cijene odgovaraju kvaliteti i kvantiteti. S obzirom na guzvu i nismo dugo cekali na hranu. Restoran slatko ureden i cist, a mislili su i na djecu. Sve pohvale i preporuke."
False,"S obzirom na recenzije očekivali smo drugačiji pristup osoblja. U nedjelju oko 13 sati nas četvero smo došli ispred restorana gdje smo čekali 10 minuta da nas netko doživi. Konobarica nas je nasmiješeno pozdravila i rekla da nemaju ništa slobodno jer je sve rezervirano, a pored nas su bila dva slobodna stola sa okrenutim stolcima jer je vrijeme bilo poluoblačno (ali kiša nije padala). Nije nas pitala hoće li biti problem ako sjedimo na nenadkrivenom djelu, niti nas je pozdravila. Samo se okrenula i otišla. Iako nismo probali hranu, usluga nije na razini recenzija na Googlu."
True,Predobro da bi savjetovao gostima da idu tu... Nek' ostane za nas.
True,"Domaci ambijent i nacin pripreme hrane, vrhunski, povoljno"
True,"Ako je ista standardno u gradu onda su to marende u apola , uvik dobre i obilne"
True,"Vrhunska hrana. Došao po preporuci, a ja preporučujem dalje!!!"
True,"Brza usluga, pristupačne cijene i ljubazno osoblje!Čista peja!"
True,Spiza koda ti mater ili baba spreme.Uvik frisko i jeftino!
True,"Vrhunska spiza,brza usluga,donar izbor jela i prijatno osoblje"
True,"Hrana predobra, raznovrsna, opuštena atmosfera, probao sam par stvari i sve je bilo super. Sve pohvale ekipi iz restorana."
True,"Prezadovoljni smo za prvi posjet. Gospođa koja nas je služila je bila više nego brza, uslužna, susretljiva. Hrana stiže takvom brzinom kao da nam čitaju misli prije ulaska u objekt. Sve je vrlo ukusno i odmah smo se dogovorili za ponovni posjet. Cijene... nemam pojma, jer nam je bilo tako dobro da mi nije bitno koliko košta. WC je čist sa vrlo zanimljivim umivaonikom. Svi objavljuju slike hrane, a mi čemo ovaj put pokazat koliko smo bili zadovoljni 🍕"
True,najbolje marende u splitu i sire. osoblje cista desetka.
True,"Odlicna hrana, veliki izbor jela i jako pristupacne cijene"
True,"Jako lijep ambijent..oaza u centru gradaŠtrukle su prefine, ukusne i sočneSve pohvale vrlo ljubazno konobarici"
True,Odlično mjesto za posjetiti u srcu Zagreba pogotovo terasa.
True,"Izvrsna hrana 👌,osoblje zabavno i ljubazno👍Sve pohvale🙌Pozzz🙋"
True,Savršena spiza i posluga. Preporučujem svima!!! 👍🔝
True,"Vrhunska usluga, vrhunska hrana, predivan ambijent....atmosfera opustajuca....svakako preporucam🥂"
True,"Hrana je bila izvanredna ,usluga i konobari takođe."
False,Juha goveđa ocjena 1 teleće pečenje ocjena 4 semifredo ocjena 4
True,"Hrana ukusna ,porcije obilne ,prava domaca atmosfera . Divotaaa"
True,Spiza i ugodaj vrhunski a uz to cijene su za svakoga
True,Uvijek se rado vraćamo jer je sve SAVRŠENO od hrane do usluge i ambijenta❤👌
False,"Danas je osoblje restorana pokvarilo proslavu jednoj djevojčici.U dogovoru s osobljem donijeli smo posebno ukrašenu tortu za proslavu koju smo odlučili upriličiti u ovom inače dobrom restoranu. Nakon ručka koji je bio jako dobar rekli smo da nam donesu tortu. Tortu smo dobili narezanu i posluženu na tanjurima. Na naš prigovor, zašto nam torta nije donešena cijela na stol da bi se slavljenica slikala, nije bilo uopće komentara, a da bi se ispričali to nikome nije palo na pamet. Zar se nitko nije zapitao zašto smo na drugom mjestu naručili posebno ukrašenu tortu, sigurno ne za to da bi je oni samo narezali. Dakle osoblje je potpuno razočaralo i ukoliko nešto slavite zaobiđite ovaj restoran."
True,"Hrana je bila izvrsna. Uzeli smo platu za dvoje i pizzu sa 6 vrsta sira. Dugo vremena nismo ovako dobro jeli! Konobar Toni je bio profesionalan i jako simpatican. 😊 Kad ponovno posjetimo Split, dodemo se opet dobro najesti. 😊"
True,"Must have in Split.Wow. Hrana vrhunska, usluga, cijene. Obavezno posjetiti."
True,"Ugodan ambijent, jako ukusna hrana i odlicna ljubazna usluga!"
True,"Meso svježe , idealno pečeno . Prilozi sočni ukusni , usluga top ! Mlađa konobarica uvijek srdačna i draga s djecom"
True,"Hrana je odlična, posluga profesionalno.  Čista desetka"
True,Za pohvalu. Dodite i ugodno se osjecajte uz dobru hranu i pice. Opet cu doci.
True,"Jako ukusno! Super restorančić, cijene povoljne, osoblje divno."
True,Jako ugodan restoran i simpatično osoblje. Pojeli smo zapečene slane štrukle i zapečene jabuka cimet štrukle i jako su nam se svidjele. Hrana i usluga su za svaku preporuku.
True,"Prekrasno uređena dalmatinska konoba, jako ugodan ambijent."
True,Odličan restoran sa domaćim štruklima. Predivan ugođaj i super osoblje
False,"Super mjesto i predivna terasa. Kava je malo lošija, štrukli su odlični ali se dugo čekaju."
False,"Prema preporuci posjetili smo La Štruk. Štrukli nemaju veze sa domačim štruklima. Probali smo 3 vrste. Štrukli sa slatkim sirom su više štrukli sa vrhnjem nego sa sirom, dosta su masni, zaslađeni su umjereno. Štrukli sa borovnicama nisu nas oduševili. Borovnice imaju umjetan okus. Štrukli sa bučinim sjemenkama su jako masni.Definitvno ne preporzčam za ljude koji znaju šta su domači štrukli."
True,"Jako lijepo mjesto, posebno unutarnje dvorište, šarmantno i preslatko. Ambijent definitivno najbolja stvar. Štrukle su fine, možda za moj ukus bi bilo bolje više sira i manje vrhnja na vrhu, ali teško pogodit da svima paše. Slatke štrukle su isto vrlo ukusne, probala sam s orasima, i baš su zanimljivi izbori. Osoblje jako simpatično i susretljivo. Na ovo mjesto vodim svakog koga znam i uvijek ga predlažem. Izvrsno mjesto, samo tako i dalje. :)"
True,"Šarmantno mjesto u srcu starog grada,ljubazno osoblje.Nema boljih.Sa sirom ili bučom ili paprikom..."
True,"Mjesto zasluzuje 5+ ,od  ambijent,servisa, ugodnog i profesionalnog personala, do izvrsnih, ukusnih i vrlo harmonično serviranih jela,cijene vrlo pristupacne pa nije ni cudo da je uvijek popunjeno gotovo sve👍👍👍👍😎😍Svakako dolazimo opet!P.S.PIZZA JE ZAKON🍕😍😍😍"
True,Odlična spiza pizza još bolja tijesto mekano hraskavo.Legende koje rade tu svaka im čast 😎
False,"Dobili smo preporuku za ovaj restoran. Na žalost nismo jeli najbolju pizzu u Zadru.Ambient predivan, ijako ima dosta ljudi...., osoblje fantastično i za apsolutno svaku pohvalu. Ali nismo bili pre oduševljeni s hranom. Pizza je bila dobra, ali s obzirom na cijenu i reputaciju očekivali smo više."
False,"Pizze jako ukusne, šteta što kad naručiš Quattro stagioni dobiješ limenku tune koja pliva u ulju na jednoj hrpi i šaku gljiva na drugoj!!! Sve ostalo je za pohvalu!"
True,"Jedan od najboljih restorana u kojem sam bio. Hrana ne da je svjetska nego nemam rijeci jednostavno, osoblje jako ljubazno. Restoran za svaku pohvalu necete pozalit ako dodete sigurno."
True,Odlična hrana i super atmosfera. Idem već 5 godina i zadovoljna sam svaki put. Svakako mjesto za posjetiti ako volite domaće štrukle i cozy ambijent😃
True,Štrukle ko bakine i mamine!Zanimljiva opcija sa sirom i dimljenom paprikomPreporučam
True,Malo je reć vrhunska usluga i hrana!!!Napokon da postoji jedno ovakvo misto u Splitu di možeš lipo pojist i lipo i ugodno se osjećat i bit uslužen.Svaka Vam čast i vidimo se opet!
False,"Štrukli nisu ništa posebno. Ambijent je sladak, cijene su okej i osoblje je ljubazno."
True,"Ugodno iznenađena, osoblje jako ljubazno. Štrukli 5/5, sve preporuke!"
True,"Mirno mjesto, konobari uslužni, udobnije stolice bile bi super😊"
True,"Neki dan sam opet posjetio ovo predivno mjesto. Kvaliteta hrane, kao i do sada, odlična i na nivou. Posebno pohvaljujem uslugu konobarice Josipe koja je bila pristupačna, pristojna i nasmijana (što je danas rijetko za vidjeti!). Samo tako nastavite!"
True,Ambijent je super. Osoblje ljubazno i stalno dostupno. Prostor čist. Hrana je bila odlična.
True,Sve na vrhunskom nivou. Od hrane do usluge. Cijene pristupačne i ne ih dalje dizati.
True,"Stvarno je prefino, jako pristojni konobari te je omjer cijene i kvalitete ravnomjeran."
True,Strukle su prefine. Lijep ambijent u centru grada.
False,Lijepa lokacija u centru grada. Hrana ukusna. Odlična pizza s tartufima. Uslužno osoblje. Ne volim to sta si ograničen vremenom. U roku 2 sata treba se sve pojest jer vec iduci gosti čekaju stol. To mi se ne sviđa.
True,"Super usluga, klopa odlična. Svakako dolazimo opet."
False,"Velika gužva. Ljubazno osoblje,no ono zbog čega smo došli ne odgovara. Najme kaj, porcije su premale. Trebale bi biti barem dvostruke da bi bile dovoljne."
True,"Lijep ambijent. U samom centru grada, a ako uđete u baštu imate osjećaj da ste na dalekom i mirnom mjestu koje odiše starim Zagrebom uz dosta zelenila."
True,"Moram priznati da sam bio malo skeptičan za novu Bakru. Dogodilo se upravo suprotno, oduševljeni smo ambijentom, gostoprimstvom, uslugom i jelom. Konobar koji nas je poslužija je bija jako uslužan, od dobrodošlice sa rakijom do samog kraja, na račun ukupnog odličnog dojma opet ćemo doći. Što se tiče cijena, jako su pristupačne. Za svaku pohvalu i toplo preporučam svima koji su u blizini da navrate, neće požaliti. 😎👍"
True,Mjesto koje apsolutno treba posjetiti.Hrana preukusna 👌Ambijent predivan ✌Osoblje simpatično i ljubazno.🤝
True,"Definitivno iznad očekivanja,sve pohvale.Hrana top."
False,"Osoblje ljubazno, pizza kao i uvijek ukusna. Ali nazalost, postalo preskupo. Cijene su previsoke"
True,"lijepa i ugodna atmosfera, konobar jako ljubazan. konobaricu ne želim kritizirati, samo mi je žao što uvijek djeluje kao da nema volje za poslom."
False,"Plava konobarica stalno živčana,neljubazna,bahata i ne poštuje goste,ne želi primiti narudžbu i ne želi da se plaća posebno ako je netko u društvu."
False,"Ništa specijalno,što se mene tiče... Mjesto gdje zalaze lokalni bauštelci i dokoni ljudi svih generacija koji žele biti viđeni. Lokalna ""špica"". Nije moj đir...."
False,"Izbjeći pod svaku cijenu.Prazna krčma,čeka se 10 minuta, u e još gostiju i onda posluže ove koji su zadnji došli.Konobarice imaju neki čudan naglasak"
False,Konobarcica stalno živčana neljubazna ne dozvoljava plačane računa odvojeno kad nas je više za stolom
True,Najbolji kafić u Klari. Odvojen pušački od nepušačkog dijela. Parking. Osoblje. Ma sve 5 plus.
True,"Nisam imao nikakvih problema pa ni sa konobaricom, čak je simpa! Sve ok, lokacija i ambijent uredni!"
True,"Odlična usluga, prekrasno osoblje i ambijent Top kava, kolači i sendviči."
False,Znam da vas muči Euro ali to nemora biti razlog za varanje..ako netko misli ostaviti bakšu to će vam ostaviti sam bez vašeg zaokruživanja za euro više..a i mogli biste i vratiti račun gostu kada mu idete izvratiti ostatak a ne kao da se nije ništa desilo..Hvala vam na prevari!
True,"Jako ugodno okruženje, predivna terasa, vrlo ljubazno osoblje, brza usluga"
True,"Ljep ugođaj,prostran lokal i ljubazno osoblje!Parkinga ima dovoljno!"
False,"Iznenađujuće ugodan bar sa dobrom uslugom, ambijentom i osiguranim parkiralištem."
False,"Razina nesposobnosti i nekulture osoblja ovog kafića je van svake razine poslovanja. Nakon sjedenja 15 minuta u praznom kafiću, konobarica je prošla pored nas kao pored groblja. Nikad više. Hvala na gubljenju vremena i živaca."
False,"Usluga 1,ima jedna plava konobarica koja je bahata i neljubazna"
True,"Često dolazim na kavu tamo Ljubazno ,profesionalno osobllje,ugodan ambijent"
False,"Jako lijep ambijent, no jako losa usluga (čeka se 15min samo da te netko pogleda) i osoblje bezvoljno"
False,"prezadimljeno,velika galama,pozitivna stvar kava je dobra"
False,"Katastrofa konobari, cekali 20 minuta nitko da dode od osoblja. A gospoda se bezobrazno presetavaju."
True,Odlicno. Osoblje jako kulturno i uljudno osjeco sam se jako dobrodosao zbog jedne male konobarice mislim da se zove Ariana tako se ljepo ponasala htio sam joj platit duplo
False,"Sjedneš i čekaš 7min u praznom kafiću, da bi na kraju sam ustao i otišao do šanka gdje osoblje surfa po bespućima interneta."
True,"Simpatičan bar u kvartu. Jako lijepo uređen, uredan i čist, konobar je bio jako ljubazan."
True,"Ugodan ambijent, ljubazno osoblje i preukusne štrukle :)"
False,"Pizza daleko od nekadašnje kvalitete... Usluga dobra, ugođaj ok"
False,"Super ambijent, cisto i uredno. Pizza loša, tijesto prepeceno."
False,Hrana je ukusna ali precjenjena. Platili smo 500 kn za dvije pizze i dvije porcije čevapa što realno ne vrijedi više od 50 €. Konobari ljubazni ali ne i profesionalni. Posuđe se ne sklanja sa stola dok svi gosti ne pojedu inaće ostavljate dojam da tjerate goste. Nije me privuklo da dođem ponovno.
True,"Odlične štrukle, ljubazno osoblje, izuzetno ugodna terasa no jako se dugo čeka na klopu (subota navečer)."
True,Pizza odlična !!!!! Piće dobrodošlice..liker od mente isto odličan...jako lipa gesta... suprug i ja jako zadovoljni ...konobar Vedran  uslužan ...dolazimo svakako opet 😀😀😀
True,Pravi Splitski lokal i atmosfera a hrana vrhunska samo tako nastavite
True,U dobrom društvu svugdje je super al kad je i ambijent ugodan tad je supeeeer 😊
True,"Dobar ambijent. Jedini urbani kafić u Klari. Cijene su nešto više, ali potpuno opravdane uređenjem."
True,"Ugodan ambijent i po mojem iskustvu ljubazno osoblje.S obzirom na ostalu ponudu   kafića u kvartu,Vivas je vrh."
False,"Najgori Vivas kafic u Zg. Osoblje katastrofa, mozes sjediti satima da te ne pogledaju i tri pepelkare napunit."
True,"Jako lijepo uređen prostor, ugodno i mirno mjesto za popit kavu, pivu."
False,"Vrlo dobar, usluga također. Da spoje kavu i svježi sok u popularnu cijenu bili bi mi još draži."
True,Hrana je bila super jako ukusno i lipo .Preporuke svima tko voli i zna uzivati u lipoj hrani i ambijentu.Sve pohvale
True,Obozavam ovaj restoran. Ima predobru poslugu i hrana je jako fina.
False,"Malo zbunjen konobar danas ,neznam jel zbog vremena ili 🤔"
True,Lijepo uređeno. Puno mjesta. Odlična kava i konobari. 👍
True,Sve je😋samo konobari kad je guzva izgledaju izgubljeno😏
False,"Klasika, mada sam bio iznenađen da u Klari postoji takav kafić"
False,Ventilacija nije bila upaljena pa je sve bilo zadimljeno.
True,"Kvartovski kafic sa vrlo ljubaznim osobljem ,ugodnom atmosferom i odlicnom kavom 😘"
True,"Super je,lijepo uređeno,ljubazno osoblje,fina kava"
False,"Nema nikakve veze s štruklima nema ni tjesta ni sira ,prevladava vrhnje za kuhanje i nedovoljno pečeno ,u pekari su bolji .Jako loše!"
False,"Nema pola stvari na meniju, ali inače je sve bilo korektno."
False,"Jako neugodno iskustvo, osoblje katastrofa bezobrazno i nekorektno. Inače smo bili stalni gosti, al od večeras naša noga tamo neće više kročiti, i kao što sam dosad svima dijelila ugodna iskustva sad ću se još više truditi dijeliti negativna iskustva samo iz tog razloga da netko drugi ne bi doživio takvo što."
True,"Plata odličan izbor kao i uvijek, novi kolači su također za svaku preporuku (snickers/jaffa).Umak od gljiva je must-have 😉"
True,"Definitvno preporucam! Osoblje ljubazno i pristupacno, hrana famozna i ambijent savrsen! Vidimo se ubrzo :)"
False,"Ono što oni zovu Ćevapima i naplaćuju 80+ kuna, ne vrijedi ni 15kn. Ajvara jedva vidjelo nije, luka nije, lepinje NEMA uopće, još ti dodatno naplaćuju kruh. Doslovno mala porcija ćevapa, bez lepinje, luka i sramotnom količinom ajvara, 80+ kunaKatastrofa koja pohlepa. Da ne kazem da smo račun čekali 20+ minuta"
True,"Jako fine i obilate porcije (nije skupo, vrijednost za novac), a usluga vrhunska! Topla preporuka!"
True,"Hrana i više nego ukusna,s obzirom na pun restoran,jelo stiže i kratkom vremenu a o količini nećemo ni pričati.Svakako se vraćeno opet i sa svim zadovoljstvom preporučujemo.Osoblje također ljubazno"
True,"Odlična hrana, velike porcije, osoblje iznimno ljubazno"
True,"Odlično mjesto,odlična klopa i usluga...porcije obilne..."
True,Predivan caffe bar...usluga profi kao i ponuda...parking velik😎
True,"Dobra atmosfera, s ukusom uređeno, brzo i profesionalno osoblje"
False,Kava odlicna..... kolaci.... nisam sigurna bas da su svjezi
True,"Bakra, vrhunska usluga, hrana san snova, divna Pelješka vina"
True,Odlicna hranaOdlican ugodajBrza poslugaTop destinacija
True,"Odlicna hrana, porcije ogromne, osoblje vrlo drago, uvijek nasmijani i za zafrkanciju, preporučam"
True,Vrhunska hrana i posluga. Najbolji roštilj u gradu i šire
True,"Hrana odlična, osoblje ljubazno i uslužno. Sve pohvale za kuhare"
False,"ok cijene, a čevapi su jedni od lošijih koje sam ikad jeo. Po boji to junetine vidjelo nije, prije da je piletina i to tako sitno mljeveno plus definitvno soja, uglavnom uopće nema okusa mesa samo se začini osjete."
False,"Loši i skupi ćevapi: gumasti, preljuti, lepinja ljepljiva, vodena. Osoblje u redu."
True,Odlicno cevapi ukusni i lepinja jako su ljubazni i šaljivi
True,Odlični ćevapi 🙂rado svraćamo i dovodimo svoje prijatelje i goste na najbolje ćevape u Sisku.
True,"Roštilj savršen,mazalica super,janjetina ukusna ,sočna,a osoblje susretljivo.Sve začinjenom lijepom živom glazbom."
True,Najbolji ćevapi u gradu. Kvaliteta hrane uvijek na nivou. Konobari ljubazni i profesionalni.
False,"Skupi, gumasti, prezačinjeni ćevapi. Sumnjam da imaju išta s junetinom. Osoblje dobro."
True,Hrana je odlična. Najboljii ćevapi u ovom dijelu Hrvatske
True,Daleko najbolja jela s roštilja moglo bi se reći i u vijeloj državi !!
False,Što se tiče hrane svima bi poželio da posjete ovu Pečenjarnicu.Što se tiče ugođaja ljepo je a ljeti ja mislim još ljepše jer sam bio sad pa je malo neugodno vani sjediti jer naveče je hladno .Sto se tiče prostora veoma je dobro za obiteljsko druženje ugodno je i dosta mirno mjesto. Tako da bi poželio ko pravi fešte da posjeti ovaj objekat mislim da če biti zadovoljni.Još bi poželio personala koji rade tu .Jer kad dođe više gostiju malo se više čeka kad je gužva.Ali sve u svemu je dobro.Oprostite to je moje mišljenje jer sam i sam to prošo da bi poboljšo uslugu i da budu svi zadovoljni.
True,"Odlično mjesto za druženje, vesela atmonsfera, i što je najvažnije odlična hrana s roštilja"
True,Ugodan ambijent i uslužno osoblje. Hrana izvrsna po pristupačnim cijenama.
True,"Svaka čast ekipi, hrana je stani pani, naručio sam rižot plodovi mora, oduševljen, izbora ima bravo."
True,Osoblje odlično.Gospođa koja nas je posslužila je zaslužila sve pohvale za ljubaznost.Hrana koju smo jeli je odlična.Dolazili smo prije i sad opet navratili i opet ćemo kad smo u prolazu.Osoblje i hrana te zovu da se vratiš ponovno.10/10.
True,"Sve za 5, strukli, mjesto, posluga cijena. Strukli na juhu predobri!Best place to eat strukli in the town."
True,"Super usluga, a hrana da ne pricam, preukusna.. Sve Pohvale 🍻🍻🍻"
False,"Konobari ljubazni , usluga brza ,  hrana dobra , pizze izvrsne , miješano  meso -  nije baš sve ukusno  ,  pomfri upitan - mislim da je star bio pa prepržen ."
True,"Prekrasan ambijent, prefina pizza, pristupačne cijene. Osoblje super uslužno i spremno za šalu. Odličan potez sa malim besplatnim apetariv pićem dobrodošlice. Također su i djeca dobila u male čašice sok da se ne osjećaju zakinutim. Sljedeći put smo također vaši gosti."
True,"Ljubazno osoblje,  liker od nara i T-bone... mmm... Za preporučiti!!"
True,"Vrlo dobra hrana, ukusna i velike porcije, osoblje jako ljubazno i usluzno, spremno uvijek na salu. Restoran cist i uredan. Sve pet."
True,"Ugodan ambijent,hrana / roštilj prvoklasna, posluga profesionalna,ljubazna- čista Petica!"
True,"Petica poznata u Sisku a i šire kao najbolja pečenjara..Savršeno mjesto za ručak ,hrana vrhunska,osoblje pozitivnoMjesto za užitak ❤❤🎉🎉"
True,"Stvarno super ćevapi, odavno nisam ukusnije probao. Morali smo trenutak pričekati zbog potražnje, ali ukus je bio vrijedan i dužeg čekanja.Kao što ime kaže čista petica."
True,Nikad bolji roštilj jeo nisam znaci cijela obitelj je bila tamo svi se slažu da nikada bolji roštilj jeli nisu. Osoblje izvrsno ali hrana nije sa ovog svijeta.
True,"odlična hrana u zanimljivom prostoru!  Svakako preporučam ćevape ""petica"" kao i pileći batak i zabatak sa grila, a za one kojima su ova jela već pomalo dosadila svakako preporučam uštipke, koji su ukusni i sočni, za 5icu!"
True,"Odlična hrana i usluga. Porcije su ogromne i hrana je bila jako ukusna. Mi smo došli bez rezervacije i obzirom da je konoba bila popunjena skoro do posljednjeg mjesta, hranu smo dobili relativno brzo. Preporuke svima koji  žele pojesti nešto ukusno i fino a pritom da ne ostanete gladni, jer ovdje ćete se najesti."
True,"🍷🍽🍺 Lijepa konoba s predivnim morskim pogledom na lučicu i otok Ugljan. Hrana je ukusna i dobro pripremljena, a posluga profesionalna.👍 Preporuka za posjetu."
False,"Previše nadjeva,ne osjeti se okus tiesta ,usluga ljubazna."
False,"Fini i domaći Zagorski štrukli, najbolji su mi bili s paprikom, pikantniji no ne prepikantni. Još zanimljiva stvar je definitivno mljeko s rumom.😊😊 Cjene su dobre."
True,"Jako fine štrukle, slane i slatke. Lijepo i romantično dvorište."
True,"Sve pohvale odlična hrana,ambijent i osoblje...svake godine dođemo kod vas...BRAVO ❤"
False,Hrana i usluga zadovoljavajuce. Cijene visoke. U sred ljeta na temperaturi 37 bez klimatizacije - razocaravajuce.
False,Nezainteresirani i neprijateljski raspoložen konobar zamjetno umanjio ugođaj. Konobarica pristojna i za sve pohvale.
True,"Super usluga, konobarica je jako ljubazna.Vratit ćemo se svakako."
True,Uljudno osoblje pogotovo jedna mlada vitka crna konobarica..super ambijent i dobra hrana
True,Godinama idemo tamo i danas smobili i sa naša 2 psa. Usluga je vrhunska i hrana savršena
True,Ogromne porcije i ukusna domaća hrana te odlična usluga.Vidimo se uskoro opet.
True,"Hrana vrhunska,osoblje ljubazno...ovo mesto zaslužuje 10 zvezdica! Pozdrav iz Srbije za Pečenjaru Petica!"
False,"Poznata sisačka pecenjarnica nije jucer bila na vrhuncu svoje usluge,gostiju je bilo puno,a samo jedan konobar i jedna gril kuharica. Primjetljiva je bila nervoza i uzurbanost da se sve odradi,ali...."
True,Odlično mjesto. Osoblje ljubazno i zabavno. Definitivno mirno i lijepo mjesto za provesti popodne.
True,"Lokalna ekipa nam je preporučila ovu pečenjarnicu i zbilja nismo pogriješili. Lijepo se najeli, cijene sasvim pristojne, svakako preporuka"
False,"Nisu mi najbolji ali jedni od boljih cevapa i roštilja opcenito, prihvatljive cijene i odlicna posluga koja je brza."
